Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,Session
0 days 00:19:11.209000,NOR,1,,1.0,1.0,0 days 00:16:54.076000,,,0 days 00:00:23.812000,0 days 00:01:02.768000,,0 days 00:18:08.505000,0 days 00:19:11.209000,234.0,234.0,102.0,96.0,False,MEDIUM,1.0,True,McLaren,0 days 00:16:54.076000,2026-03-06 01:31:54.088,126,,,,False,False,FP1
0 days 00:29:43.009000,NOR,1,,2.0,1.0,,0 days 00:20:55.812000,0 days 00:00:40.404000,0 days 00:00:20.046000,,0 days 00:19:51.717000,0 days 00:20:11.660000,,249.0,291.0,,176.0,False,MEDIUM,2.0,True,McLaren,0 days 00:19:11.209000,2026-03-06 01:34:11.221,671,,,,False,False,FP1
0 days 00:36:45.110000,NOR,1,,3.0,2.0,0 days 00:29:43.009000,0 days 00:31:29.117000,0 days 00:00:43.538000,0 days 00:00:22.121000,,0 days 00:30:23.331000,0 days 00:30:45.342000,,232.0,276.0,,190.0,False,MEDIUM,3.0,False,McLaren,0 days 00:29:43.009000,2026-03-06 01:44:43.021,1,,,,False,False,FP1
0 days 00:38:26.521000,NOR,1,0 days 00:01:41.411000,4.0,3.0,0 days 00:36:47.809000,,0 days 00:00:40.252000,0 days 00:00:20.724000,0 days 00:00:40.435000,0 days 00:37:25.362000,0 days 00:37:46.086000,0 days 00:38:26.521000,237.0,263.0,293.0,189.0,False,MEDIUM,4.0,False,McLaren,0 days 00:36:45.110000,2026-03-06 01:51:45.122,1,,,,False,False,FP1
0 days 00:39:51.427000,NOR,1,0 days 00:01:24.906000,5.0,3.0,,,0 days 00:00:29.609000,0 days 00:00:18.321000,0 days 00:00:36.976000,0 days 00:38:56.130000,0 days 00:39:14.451000,0 days 00:39:51.427000,262.0,265.0,276.0,282.0,True,MEDIUM,5.0,False,McLaren,0 days 00:38:26.521000,2026-03-06 01:53:26.533,1,,,,False,True,FP1
0 days 00:41:15.818000,NOR,1,0 days 00:01:24.391000,6.0,3.0,,,0 days 00:00:29.862000,0 days 00:00:18.361000,0 days 00:00:36.168000,0 days 00:40:21.289000,0 days 00:40:39.650000,0 days 00:41:15.818000,264.0,289.0,286.0,233.0,True,MEDIUM,6.0,False,McLaren,0 days 00:39:51.427000,2026-03-06 01:54:51.439,1,,,,False,True,FP1
0 days 00:42:58.242000,NOR,1,,7.0,3.0,,0 days 00:42:58.242000,0 days 00:00:29.637000,0 days 00:00:25.959000,,0 days 00:41:45.798000,0 days 00:42:11.610000,,195.0,193.0,,260.0,False,MEDIUM,7.0,False,McLaren,0 days 00:41:15.818000,2026-03-06 01:56:15.830,1,,,,False,False,FP1
0 days 00:17:28.745000,VER,3,0 days 00:02:04.309000,1.0,1.0,0 days 00:15:29.473000,,0 days 00:00:58.007000,0 days 00:00:22.645000,0 days 00:00:43.657000,0 days 00:16:22.667000,0 days 00:16:45.231000,0 days 00:17:28.897000,234.0,254.0,274.0,146.0,False,MEDIUM,1.0,True,Red Bull Racing,0 days 00:15:29.473000,2026-03-06 01:30:29.485,12,,,,False,False,FP1
0 days 00:19:13.318000,VER,3,0 days 00:01:44.573000,2.0,1.0,,,0 days 00:00:31.865000,0 days 00:00:18.298000,0 days 00:00:54.410000,0 days 00:18:00.610000,0 days 00:18:18.908000,0 days 00:19:13.318000,244.0,277.0,116.0,213.0,True,MEDIUM,2.0,True,Red Bull Racing,0 days 00:17:28.745000,2026-03-06 01:32:28.757,26,,,,False,False,FP1
0 days 00:21:08.899000,VER,3,0 days 00:01:55.581000,3.0,1.0,,,0 days 00:00:46.488000,0 days 00:00:23.017000,0 days 00:00:46.076000,0 days 00:19:59.806000,0 days 00:20:22.823000,0 days 00:21:08.899000,210.0,246.0,274.0,147.0,False,MEDIUM,3.0,True,Red Bull Racing,0 days 00:19:13.318000,2026-03-06 01:34:13.330,671,,,,False,False,FP1
0 days 00:22:31.819000,VER,3,0 days 00:01:22.920000,4.0,1.0,,,0 days 00:00:29.225000,0 days 00:00:17.878000,0 days 00:00:35.817000,0 days 00:21:38.124000,0 days 00:21:56.002000,0 days 00:22:31.819000,246.0,280.0,287.0,291.0,True,MEDIUM,4.0,True,Red Bull Racing,0 days 00:21:08.899000,2026-03-06 01:36:08.911,1,,,,False,True,FP1
0 days 00:25:02.820000,VER,3,,5.0,1.0,,,0 days 00:01:08.827000,0 days 00:00:23.938000,0 days 00:00:58.213000,0 days 00:23:40.831000,0 days 00:24:04.760000,0 days 00:25:02.820000,216.0,205.0,275.0,207.0,False,MEDIUM,5.0,True,Red Bull Racing,0 days 00:22:31.819000,2026-03-06 01:37:31.831,1,,,,False,False,FP1
0 days 00:26:25.125000,VER,3,0 days 00:01:22.305000,6.0,1.0,,,0 days 00:00:29.148000,0 days 00:00:17.841000,0 days 00:00:35.316000,0 days 00:25:31.968000,0 days 00:25:49.809000,0 days 00:26:25.125000,246.0,282.0,284.0,282.0,True,MEDIUM,6.0,True,Red Bull Racing,0 days 00:25:02.820000,2026-03-06 01:40:02.832,1,,,,False,True,FP1
0 days 00:28:34.466000,VER,3,0 days 00:02:09.341000,7.0,1.0,,,0 days 00:00:41.316000,0 days 00:00:27.488000,0 days 00:01:00.537000,0 days 00:27:06.441000,0 days 00:27:33.929000,0 days 00:28:34.466000,189.0,128.0,276.0,215.0,False,MEDIUM,7.0,True,Red Bull Racing,0 days 00:26:25.125000,2026-03-06 01:41:25.137,1,,,,False,True,FP1
0 days 00:30:12.436000,VER,3,0 days 00:01:37.970000,8.0,1.0,,,0 days 00:00:33.394000,0 days 00:00:23.270000,0 days 00:00:41.306000,0 days 00:29:07.860000,0 days 00:29:31.130000,0 days 00:30:12.436000,207.0,235.0,278.0,294.0,False,MEDIUM,8.0,True,Red Bull Racing,0 days 00:28:34.466000,2026-03-06 01:43:34.478,1,,,,False,True,FP1
0 days 00:31:34.743000,VER,3,0 days 00:01:22.307000,9.0,1.0,,,0 days 00:00:28.936000,0 days 00:00:17.887000,0 days 00:00:35.484000,0 days 00:30:41.372000,0 days 00:30:59.259000,0 days 00:31:34.743000,244.0,279.0,284.0,293.0,False,MEDIUM,9.0,True,Red Bull Racing,0 days 00:30:12.436000,2026-03-06 01:45:12.448,1,,,,False,True,FP1
0 days 00:34:34.771000,VER,3,,10.0,1.0,,0 days 00:34:06.567000,0 days 00:01:22.771000,0 days 00:00:27.150000,0 days 00:01:10.169000,0 days 00:32:57.452000,0 days 00:33:24.802000,0 days 00:34:34.841000,188.0,143.0,,210.0,False,MEDIUM,10.0,True,Red Bull Racing,0 days 00:31:34.743000,2026-03-06 01:46:34.755,1,,,,False,False,FP1
0 days 00:36:20.351000,VER,3,0 days 00:01:45.580000,11.0,2.0,0 days 00:34:36.821000,,0 days 00:00:39.142000,0 days 00:00:20.656000,0 days 00:00:45.782000,0 days 00:35:13.913000,0 days 00:35:34.569000,0 days 00:36:20.351000,240.0,260.0,278.0,168.0,False,MEDIUM,11.0,False,Red Bull Racing,0 days 00:34:34.771000,2026-03-06 01:49:34.783,1,,,,False,False,FP1
0 days 00:37:41.754000,VER,3,0 days 00:01:21.403000,12.0,2.0,,,0 days 00:00:28.648000,0 days 00:00:17.806000,0 days 00:00:34.949000,0 days 00:36:48.999000,0 days 00:37:06.805000,0 days 00:37:41.754000,245.0,280.0,287.0,296.0,True,MEDIUM,12.0,False,Red Bull Racing,0 days 00:36:20.351000,2026-03-06 01:51:20.363,1,,,,False,True,FP1
0 days 00:47:50.340000,VER,3,,13.0,2.0,,0 days 00:39:16.872000,0 days 00:00:34.656000,0 days 00:00:21.523000,,0 days 00:38:16.672000,0 days 00:38:38.210000,,234.0,252.0,,237.0,False,MEDIUM,13.0,False,Red Bull Racing,0 days 00:37:41.754000,2026-03-06 01:52:41.766,1,,,,False,False,FP1
0 days 00:49:33.487000,VER,3,0 days 00:01:43.147000,14.0,3.0,0 days 00:47:52.307000,,0 days 00:00:39.606000,0 days 00:00:22.331000,0 days 00:00:41.210000,0 days 00:48:29.946000,0 days 00:48:52.277000,0 days 00:49:33.487000,240.0,266.0,279.0,188.0,False,SOFT,1.0,True,Red Bull Racing,0 days 00:47:50.340000,2026-03-06 02:02:50.352,1,,,,False,False,FP1
0 days 00:50:54.395000,VER,3,0 days 00:01:20.908000,15.0,3.0,,,0 days 00:00:28.394000,0 days 00:00:17.739000,0 days 00:00:34.775000,0 days 00:50:01.881000,0 days 00:50:19.620000,0 days 00:50:54.395000,252.0,286.0,290.0,295.0,True,SOFT,2.0,True,Red Bull Racing,0 days 00:49:33.487000,2026-03-06 02:04:33.499,1,,,,False,True,FP1
0 days 00:53:07.959000,VER,3,0 days 00:02:13.564000,16.0,3.0,,0 days 00:52:48.807000,0 days 00:00:42.072000,0 days 00:00:26.164000,0 days 00:01:05.328000,0 days 00:51:36.467000,0 days 00:52:02.631000,0 days 00:53:07.959000,193.0,234.0,,196.0,False,SOFT,3.0,True,Red Bull Racing,0 days 00:50:54.395000,2026-03-06 02:05:54.407,1,,,,False,False,FP1
0 days 00:54:59.193000,VER,3,0 days 00:01:51.234000,17.0,4.0,0 days 00:53:09.983000,,0 days 00:00:41.522000,0 days 00:00:21.415000,0 days 00:00:48.297000,0 days 00:53:49.481000,0 days 00:54:10.896000,0 days 00:54:59.193000,228.0,265.0,279.0,145.0,False,SOFT,4.0,False,Red Bull Racing,0 days 00:53:07.959000,2026-03-06 02:08:07.971,1,,,,False,False,FP1
0 days 00:56:19.982000,VER,3,0 days 00:01:20.789000,18.0,4.0,,,0 days 00:00:28.362000,0 days 00:00:17.673000,0 days 00:00:34.754000,0 days 00:55:27.555000,0 days 00:55:45.228000,0 days 00:56:19.982000,250.0,288.0,293.0,296.0,True,SOFT,5.0,False,Red Bull Racing,0 days 00:54:59.193000,2026-03-06 02:09:59.205,1,,,,False,True,FP1
0 days 01:06:26.205000,VER,3,,19.0,4.0,,0 days 00:57:56.178000,0 days 00:00:35.845000,0 days 00:00:21.604000,,0 days 00:56:56.036000,0 days 00:57:17.593000,,227.0,258.0,,193.0,False,SOFT,6.0,False,Red Bull Racing,0 days 00:56:19.982000,2026-03-06 02:11:19.994,126,,,,False,False,FP1
0 days 01:08:08.835000,VER,3,0 days 00:01:42.630000,20.0,5.0,0 days 01:06:28.626000,,0 days 00:00:40.394000,0 days 00:00:18.757000,0 days 00:00:43.479000,0 days 01:07:06.599000,0 days 01:07:25.356000,0 days 01:08:08.835000,227.0,293.0,289.0,193.0,False,MEDIUM,14.0,False,Red Bull Racing,0 days 01:06:26.205000,2026-03-06 02:21:26.217,671,,,,False,False,FP1
0 days 01:09:34.588000,VER,3,0 days 00:01:25.753000,21.0,5.0,,,0 days 00:00:30.613000,0 days 00:00:18.583000,0 days 00:00:36.557000,0 days 01:08:39.448000,0 days 01:08:58.031000,0 days 01:09:34.588000,251.0,294.0,295.0,281.0,False,MEDIUM,15.0,False,Red Bull Racing,0 days 01:08:08.835000,2026-03-06 02:23:08.847,1,,,,False,True,FP1
0 days 01:10:59.434000,VER,3,0 days 00:01:24.846000,22.0,5.0,,,0 days 00:00:29.728000,0 days 00:00:18.556000,0 days 00:00:36.562000,0 days 01:10:04.316000,0 days 01:10:22.872000,0 days 01:10:59.434000,245.0,295.0,302.0,287.0,False,MEDIUM,16.0,False,Red Bull Racing,0 days 01:09:34.588000,2026-03-06 02:24:34.600,1,,,,False,True,FP1
0 days 01:12:24.277000,VER,3,0 days 00:01:24.843000,23.0,5.0,,,0 days 00:00:29.671000,0 days 00:00:18.528000,0 days 00:00:36.644000,0 days 01:11:29.105000,0 days 01:11:47.633000,0 days 01:12:24.277000,243.0,293.0,291.0,299.0,False,MEDIUM,17.0,False,Red Bull Racing,0 days 01:10:59.434000,2026-03-06 02:25:59.446,1,,,,False,True,FP1
0 days 01:13:49.171000,VER,3,0 days 00:01:24.894000,24.0,5.0,,,0 days 00:00:29.991000,0 days 00:00:18.272000,0 days 00:00:36.631000,0 days 01:12:54.268000,0 days 01:13:12.540000,0 days 01:13:49.171000,243.0,297.0,290.0,283.0,False,MEDIUM,18.0,False,Red Bull Racing,0 days 01:12:24.277000,2026-03-06 02:27:24.289,1,,,,False,True,FP1
0 days 01:15:13.792000,VER,3,0 days 00:01:24.621000,25.0,5.0,,,0 days 00:00:29.757000,0 days 00:00:18.362000,0 days 00:00:36.502000,0 days 01:14:18.928000,0 days 01:14:37.290000,0 days 01:15:13.792000,243.0,298.0,295.0,284.0,False,MEDIUM,19.0,False,Red Bull Racing,0 days 01:13:49.171000,2026-03-06 02:28:49.183,1,,,,False,True,FP1
0 days 01:18:12.501000,VER,3,,26.0,5.0,,,0 days 00:00:39.060000,0 days 00:00:25.294000,,0 days 01:15:52.970000,0 days 01:16:18.237000,,201.0,209.0,58.0,200.0,False,MEDIUM,20.0,False,Red Bull Racing,0 days 01:15:13.792000,2026-03-06 02:30:13.804,1,,,,False,False,FP1
0 days 01:19:45.629000,VER,3,,27.0,5.0,,0 days 01:19:45.629000,0 days 00:00:35.853000,0 days 00:00:19.851000,,0 days 01:18:48.509000,0 days 01:19:08.349000,,234.0,282.0,,205.0,False,MEDIUM,21.0,False,Red Bull Racing,0 days 01:18:12.501000,2026-03-06 02:33:12.513,1,,,,False,False,FP1
0 days 00:27:10.512000,BOR,5,,1.0,1.0,0 days 00:16:40.413000,0 days 00:19:00.826000,0 days 00:01:02.348000,0 days 00:00:23.116000,,0 days 00:17:40.645000,0 days 00:18:03.730000,,177.0,214.0,,130.0,False,MEDIUM,1.0,True,Audi,0 days 00:16:40.413000,2026-03-06 01:31:40.425,1267,,,,False,False,FP1
0 days 00:29:16.084000,BOR,5,0 days 00:02:05.572000,2.0,2.0,0 days 00:27:14.365000,,0 days 00:00:56.725000,0 days 00:00:21.014000,0 days 00:00:47.833000,0 days 00:28:07.237000,0 days 00:28:28.251000,0 days 00:29:16.084000,236.0,244.0,271.0,142.0,False,MEDIUM,2.0,False,Audi,0 days 00:27:10.512000,2026-03-06 01:42:10.524,1,,,,False,False,FP1
0 days 00:30:52.175000,BOR,5,0 days 00:01:36.091000,3.0,2.0,,,0 days 00:00:32.727000,0 days 00:00:20.390000,0 days 00:00:42.974000,0 days 00:29:48.811000,0 days 00:30:09.201000,0 days 00:30:52.175000,248.0,240.0,279.0,248.0,True,MEDIUM,3.0,False,Audi,0 days 00:29:16.084000,2026-03-06 01:44:16.096,1,,,,False,True,FP1
0 days 00:32:16.507000,BOR,5,0 days 00:01:24.332000,4.0,2.0,,,0 days 00:00:29.499000,0 days 00:00:18.396000,0 days 00:00:36.437000,0 days 00:31:21.674000,0 days 00:31:40.070000,0 days 00:32:16.507000,271.0,279.0,296.0,289.0,True,MEDIUM,4.0,False,Audi,0 days 00:30:52.175000,2026-03-06 01:45:52.187,1,,,,False,True,FP1
0 days 00:34:04.841000,BOR,5,0 days 00:01:48.334000,5.0,2.0,,,0 days 00:00:40.496000,0 days 00:00:23.467000,0 days 00:00:44.371000,0 days 00:32:57.003000,0 days 00:33:20.470000,0 days 00:34:04.841000,215.0,271.0,278.0,242.0,False,MEDIUM,5.0,False,Audi,0 days 00:32:16.507000,2026-03-06 01:47:16.519,1,,,,False,True,FP1
0 days 00:35:27.643000,BOR,5,0 days 00:01:22.802000,6.0,2.0,,,0 days 00:00:28.921000,0 days 00:00:18.049000,0 days 00:00:35.832000,0 days 00:34:33.762000,0 days 00:34:51.811000,0 days 00:35:27.643000,272.0,280.0,295.0,290.0,True,MEDIUM,6.0,False,Audi,0 days 00:34:04.841000,2026-03-06 01:49:04.853,1,,,,False,True,FP1
0 days 00:37:25.345000,BOR,5,0 days 00:01:57.702000,7.0,2.0,,,0 days 00:00:44.017000,0 days 00:00:23.561000,0 days 00:00:50.124000,0 days 00:36:11.660000,0 days 00:36:35.221000,0 days 00:37:25.345000,154.0,234.0,282.0,224.0,False,MEDIUM,7.0,False,Audi,0 days 00:35:27.643000,2026-03-06 01:50:27.655,1,,,,False,True,FP1
0 days 00:39:13.769000,BOR,5,0 days 00:01:48.424000,8.0,2.0,,0 days 00:38:50.873000,0 days 00:00:29.235000,0 days 00:00:18.331000,0 days 00:01:00.858000,0 days 00:37:54.580000,0 days 00:38:12.911000,0 days 00:39:13.769000,268.0,281.0,,293.0,False,MEDIUM,8.0,False,Audi,0 days 00:37:25.345000,2026-03-06 01:52:25.357,1,,,,False,False,FP1
0 days 00:41:11.331000,BOR,5,0 days 00:01:57.562000,9.0,3.0,0 days 00:39:16.116000,,0 days 00:00:42.426000,0 days 00:00:25.233000,0 days 00:00:49.903000,0 days 00:39:56.195000,0 days 00:40:21.428000,0 days 00:41:11.331000,164.0,212.0,276.0,143.0,False,MEDIUM,9.0,False,Audi,0 days 00:39:13.769000,2026-03-06 01:54:13.781,1,,,,False,False,FP1
0 days 00:42:34.157000,BOR,5,0 days 00:01:22.826000,10.0,3.0,,,0 days 00:00:28.966000,0 days 00:00:18.039000,0 days 00:00:35.821000,0 days 00:41:40.297000,0 days 00:41:58.336000,0 days 00:42:34.157000,273.0,281.0,297.0,289.0,False,MEDIUM,10.0,False,Audi,0 days 00:41:11.331000,2026-03-06 01:56:11.343,1,,,,False,True,FP1
0 days 00:53:51.162000,BOR,5,,11.0,3.0,,0 days 00:44:14.271000,0 days 00:00:36.019000,0 days 00:00:23.597000,,0 days 00:43:10.450000,0 days 00:43:34.065000,,230.0,167.0,,219.0,False,MEDIUM,11.0,False,Audi,0 days 00:42:34.157000,2026-03-06 01:57:34.169,1,,,,False,False,FP1
0 days 00:55:36.845000,BOR,5,0 days 00:01:45.683000,12.0,4.0,0 days 00:53:53.528000,,0 days 00:00:38.494000,0 days 00:00:20.474000,0 days 00:00:46.715000,0 days 00:54:29.656000,0 days 00:54:50.130000,0 days 00:55:36.845000,232.0,232.0,283.0,199.0,False,SOFT,1.0,True,Audi,0 days 00:53:51.162000,2026-03-06 02:08:51.174,1,,,,False,False,FP1
0 days 00:56:59.090000,BOR,5,0 days 00:01:22.245000,13.0,4.0,,,0 days 00:00:28.671000,0 days 00:00:18.247000,0 days 00:00:35.327000,0 days 00:56:05.516000,0 days 00:56:23.763000,0 days 00:56:59.090000,271.0,278.0,291.0,294.0,True,SOFT,2.0,True,Audi,0 days 00:55:36.845000,2026-03-06 02:10:36.857,1,,,,False,True,FP1
0 days 00:59:00.454000,BOR,5,0 days 00:02:01.364000,14.0,4.0,,,0 days 00:00:45.658000,0 days 00:00:34.625000,0 days 00:00:41.081000,0 days 00:57:44.748000,0 days 00:58:19.373000,0 days 00:59:00.454000,124.0,205.0,280.0,236.0,False,SOFT,3.0,True,Audi,0 days 00:56:59.090000,2026-03-06 02:11:59.102,1,,,,False,True,FP1
0 days 01:00:22.150000,BOR,5,0 days 00:01:21.696000,15.0,4.0,,,0 days 00:00:28.432000,0 days 00:00:17.955000,0 days 00:00:35.309000,0 days 00:59:28.886000,0 days 00:59:46.841000,0 days 01:00:22.150000,273.0,280.0,294.0,290.0,True,SOFT,4.0,True,Audi,0 days 00:59:00.454000,2026-03-06 02:14:00.466,1,,,,False,True,FP1
0 days 01:06:49.411000,BOR,5,,16.0,4.0,,0 days 01:01:59.048000,0 days 00:00:38.678000,0 days 00:00:20.714000,,0 days 01:01:01.085000,0 days 01:01:21.805000,,229.0,249.0,,270.0,False,SOFT,5.0,True,Audi,0 days 01:00:22.150000,2026-03-06 02:15:22.162,1267,,,,False,False,FP1
0 days 01:08:51.254000,BOR,5,0 days 00:02:01.843000,17.0,5.0,0 days 01:06:52.436000,0 days 01:08:39.562000,0 days 00:00:54.691000,0 days 00:00:18.892000,0 days 00:00:48.260000,0 days 01:07:44.102000,0 days 01:08:02.994000,0 days 01:08:51.254000,242.0,265.0,,203.0,False,MEDIUM,12.0,False,Audi,0 days 01:06:49.411000,2026-03-06 02:21:49.423,1,,,,False,False,FP1
0 days 01:10:47.027000,BOR,5,0 days 00:01:55.773000,18.0,6.0,0 days 01:08:54.306000,,0 days 00:01:00.049000,0 days 00:00:18.347000,0 days 00:00:37.377000,0 days 01:09:51.303000,0 days 01:10:09.650000,0 days 01:10:47.027000,246.0,289.0,284.0,210.0,False,MEDIUM,13.0,False,Audi,0 days 01:08:51.254000,2026-03-06 02:23:51.266,1,,,,False,False,FP1
0 days 01:12:12.269000,BOR,5,0 days 00:01:25.242000,19.0,6.0,,,0 days 00:00:30.121000,0 days 00:00:18.202000,0 days 00:00:36.919000,0 days 01:11:17.148000,0 days 01:11:35.350000,0 days 01:12:12.269000,259.0,284.0,289.0,276.0,False,MEDIUM,14.0,False,Audi,0 days 01:10:47.027000,2026-03-06 02:25:47.039,1,,,,False,True,FP1
0 days 01:13:37.653000,BOR,5,0 days 00:01:25.384000,20.0,6.0,,,0 days 00:00:30.065000,0 days 00:00:18.221000,0 days 00:00:37.098000,0 days 01:12:42.334000,0 days 01:13:00.555000,0 days 01:13:37.653000,266.0,290.0,287.0,283.0,False,MEDIUM,15.0,False,Audi,0 days 01:12:12.269000,2026-03-06 02:27:12.281,1,,,,False,True,FP1
0 days 01:15:02.755000,BOR,5,0 days 00:01:25.102000,21.0,6.0,,,0 days 00:00:29.888000,0 days 00:00:18.129000,0 days 00:00:37.085000,0 days 01:14:07.541000,0 days 01:14:25.670000,0 days 01:15:02.755000,268.0,289.0,303.0,280.0,False,MEDIUM,16.0,False,Audi,0 days 01:13:37.653000,2026-03-06 02:28:37.665,1,,,,False,True,FP1
0 days 01:17:43.566000,BOR,5,,22.0,6.0,,,0 days 00:00:42.983000,0 days 00:00:23.580000,0 days 00:01:34.147000,0 days 01:15:45.892000,0 days 01:16:09.499000,0 days 01:17:43.566000,156.0,231.0,37.0,279.0,False,MEDIUM,17.0,False,Audi,0 days 01:15:02.755000,2026-03-06 02:30:02.767,1,,,,False,False,FP1
0 days 01:19:35.857000,BOR,5,,23.0,6.0,,0 days 01:19:35.857000,0 days 00:00:39.856000,0 days 00:00:28.611000,,0 days 01:18:23.494000,0 days 01:18:52.223000,,153.0,177.0,,216.0,False,MEDIUM,18.0,False,Audi,0 days 01:17:43.566000,2026-03-06 02:32:43.578,1,,,,False,False,FP1
0 days 00:17:36.545000,HAD,6,0 days 00:02:09.144000,1.0,1.0,0 days 00:15:33.533000,,0 days 00:01:02.292000,0 days 00:00:22.072000,0 days 00:00:44.780000,0 days 00:16:29.825000,0 days 00:16:52.020000,0 days 00:17:36.656000,225.0,269.0,279.0,144.0,False,MEDIUM,1.0,True,Red Bull Racing,0 days 00:15:33.533000,2026-03-06 01:30:33.545,12,,,,False,False,FP1
0 days 00:19:52.332000,HAD,6,0 days 00:02:15.787000,2.0,1.0,,,0 days 00:00:33.445000,0 days 00:00:34.367000,0 days 00:01:07.975000,0 days 00:18:09.990000,0 days 00:18:44.357000,0 days 00:19:52.332000,166.0,75.0,199.0,253.0,True,MEDIUM,2.0,True,Red Bull Racing,0 days 00:17:36.545000,2026-03-06 01:32:36.557,267,,,,False,False,FP1
0 days 00:21:42.761000,HAD,6,0 days 00:01:50.429000,3.0,1.0,,,0 days 00:00:42.230000,0 days 00:00:22.872000,0 days 00:00:45.327000,0 days 00:20:34.562000,0 days 00:20:57.434000,0 days 00:21:42.761000,200.0,247.0,278.0,203.0,True,MEDIUM,3.0,True,Red Bull Racing,0 days 00:19:52.332000,2026-03-06 01:34:52.344,71,,,,False,False,FP1
0 days 00:23:06.908000,HAD,6,0 days 00:01:24.147000,4.0,1.0,,,0 days 00:00:29.713000,0 days 00:00:18.115000,0 days 00:00:36.319000,0 days 00:22:12.474000,0 days 00:22:30.589000,0 days 00:23:06.908000,241.0,285.0,284.0,290.0,True,MEDIUM,4.0,True,Red Bull Racing,0 days 00:21:42.761000,2026-03-06 01:36:42.773,1,,,,False,True,FP1
0 days 00:25:27.758000,HAD,6,0 days 00:02:20.850000,5.0,1.0,,,0 days 00:00:50.576000,0 days 00:00:35.534000,0 days 00:00:54.740000,0 days 00:23:57.484000,0 days 00:24:33.018000,0 days 00:25:27.758000,132.0,103.0,275.0,237.0,False,MEDIUM,5.0,True,Red Bull Racing,0 days 00:23:06.908000,2026-03-06 01:38:06.920,1,,,,False,True,FP1
0 days 00:26:50.658000,HAD,6,0 days 00:01:22.900000,6.0,1.0,,,0 days 00:00:29.366000,0 days 00:00:17.872000,0 days 00:00:35.662000,0 days 00:25:57.124000,0 days 00:26:14.996000,0 days 00:26:50.658000,241.0,285.0,290.0,294.0,True,MEDIUM,6.0,True,Red Bull Racing,0 days 00:25:27.758000,2026-03-06 01:40:27.770,1,,,,False,True,FP1
0 days 00:29:25.141000,HAD,6,,7.0,1.0,,,0 days 00:00:58.206000,0 days 00:00:38.074000,0 days 00:00:58.210000,0 days 00:27:49.097000,0 days 00:28:27.281000,0 days 00:29:25.290000,131.0,206.0,280.0,208.0,False,MEDIUM,7.0,True,Red Bull Racing,0 days 00:26:50.658000,2026-03-06 01:41:50.670,1,,,,False,False,FP1
0 days 00:30:47.029000,HAD,6,0 days 00:01:21.888000,8.0,1.0,,,0 days 00:00:28.927000,0 days 00:00:17.756000,0 days 00:00:35.205000,0 days 00:29:54.068000,0 days 00:30:11.824000,0 days 00:30:47.029000,245.0,286.0,287.0,301.0,True,MEDIUM,8.0,True,Red Bull Racing,0 days 00:29:25.141000,2026-03-06 01:44:25.153,1,,,,False,True,FP1
0 days 00:33:16.264000,HAD,6,0 days 00:02:29.235000,9.0,1.0,,0 days 00:32:54.373000,0 days 00:00:53.361000,0 days 00:00:29.252000,0 days 00:01:06.622000,0 days 00:31:40.390000,0 days 00:32:09.642000,0 days 00:33:16.264000,151.0,220.0,,231.0,False,MEDIUM,9.0,True,Red Bull Racing,0 days 00:30:47.029000,2026-03-06 01:45:47.041,1,,,,False,False,FP1
0 days 00:35:10.125000,HAD,6,0 days 00:01:53.861000,10.0,2.0,0 days 00:33:18.384000,,0 days 00:00:45.025000,0 days 00:00:21.021000,0 days 00:00:47.815000,0 days 00:34:01.289000,0 days 00:34:22.310000,0 days 00:35:10.125000,232.0,269.0,281.0,145.0,False,MEDIUM,10.0,False,Red Bull Racing,0 days 00:33:16.264000,2026-03-06 01:48:16.276,1,,,,False,False,FP1
0 days 00:36:31.585000,HAD,6,0 days 00:01:21.460000,11.0,2.0,,,0 days 00:00:28.729000,0 days 00:00:17.724000,0 days 00:00:35.007000,0 days 00:35:38.854000,0 days 00:35:56.578000,0 days 00:36:31.585000,247.0,284.0,290.0,300.0,True,MEDIUM,11.0,False,Red Bull Racing,0 days 00:35:10.125000,2026-03-06 01:50:10.137,1,,,,False,True,FP1
0 days 00:48:23.400000,HAD,6,,12.0,2.0,,0 days 00:38:29.105000,0 days 00:00:55.020000,0 days 00:00:21.202000,,0 days 00:37:26.858000,0 days 00:37:47.998000,,184.0,256.0,,218.0,False,MEDIUM,12.0,False,Red Bull Racing,0 days 00:36:31.585000,2026-03-06 01:51:31.597,1,,,,False,False,FP1
0 days 00:50:15.617000,HAD,6,0 days 00:01:52.217000,13.0,3.0,0 days 00:48:25.339000,,0 days 00:00:44.844000,0 days 00:00:23.708000,0 days 00:00:43.665000,0 days 00:49:08.244000,0 days 00:49:31.952000,0 days 00:50:15.617000,206.0,230.0,277.0,161.0,False,SOFT,1.0,True,Red Bull Racing,0 days 00:48:23.400000,2026-03-06 02:03:23.412,1,,,,False,False,FP1
